title;text
a los 16;hola mis padres se van de viaje este fin de semana y voy a organizar una gran fiesta y me preguntaba si te gustaría venir no puedo gracias vamos la fiesta estará buenísima ya conseguí el alcohol y un poco de hierba yo no puedo beber ni fumar así que no gracias qué no me digas que tú la chica más popular y linda de la escuela eres una de esas chicas raras que son puras y castas hasta el matrimonio jódete no voy porque no puedo no porque no quiero estoy castigada mis padres se enteraron de que estoy embarazada
no tire basura;era lo que decía el aviso que casi no se podía leer debido a la pila de basura que tenía enfrente
el peor enemigo;todas las mañanas antes de salir de casa se encontraba con su peor enemigo al ver su reflejo en el espejo que le decía estás gordo feo y la ropa que estás usando ya pasó de moda nadie te quiere y nadie nunca te querrá te odio y creo que deberías suicidarte
feromonas ii;y dime qué es lo que más te gusta de él no lo sé todo muchas cosas vamos piensa tiene que haber algo en específico que te vuelva loca por él uhmn no lo se dijo pensativa mientras recordaba el microcuento anterior bueno ahora que lo pones de esa manera creo que lo que más me gusta de él es el aroma de sus franelas sudadas
es hora del duelo;en vez de empuñar sus espadas para tratar de desmembrarse el uno al otro empuñaron sus mazos de cartas y se enfrentaron a una batalla cartas donde el azar determinaría quien era el mejor sin que nadie saliera herido
el sueño de una noche de verano;y cuando despertó encontró las sabanas mojadas
cariño ya llegué;y al cerrar la puerta tras de sí sintió un amargo sabor en la boca no era lo mismo decirlo en español
la reconciliación;sabían que se habían perdonado y que todos los rencores habían quedado atrás cuando los vecinos venían la mañana siguiente a reclamarles a su puerta que no pudieron dormir en toda la noche por todo el ruido que hicieron durante la reconciliación
libre albedrío;por qué no fuiste a trabajar me preguntó porque no tenía ganas y tampoco irás a la universidad no y qué piensas hacer hoy nada no tengo ganas de nada qué felicidad me dijo con un tono amargado antes de marcharse
enjuague bucal;blublugluglbluglublgulbuglgublgbuglgbglubglubglgsssspppppptt y con una última sonrisa frente al espejo estaba listo para salir
bulimia deliciosa;por más que comían y vomitaban comían y vomitaban comían y vomitaban nuestras amigas las abejas nunca pudieron bajar de peso y para nuestro provechosiguieron siendo gordas e inconformes con su cuerpo
el baile de la muerte;se veían fijamente a los ojos mientras se acercaban el uno al otro y al encontrarse de frente lo esquivó dando un paso al lado y agitando su pañuelo rojo en el aire olé y bailaron y bailaron todo el día hasta que uno cayó al suelo sin vida
la cerebrruga;nadie sabía si lo que tenía en la frente era una verruga grande y grotesca o un agujero por donde se le salía el cerebro
una basurita en el ojo;amor qué pasó vine lo más rápido que pude por qué lloras disculpa por haya hecho venir tan apresurado pero tenemos que hablar si amor dime ya no puedo engañarte más terminamos desde hace mucho tiempo ya no te amo y tu presencia todos los días junto a mí me agobia ya no te quiero ver nunca más amor qué dices yo te amo tú me amas somos el uno para el otro si ya no me amarás no estarías llorando vayamos a terapia volvamos a intentarlo no echemos toda nuestra relación a la basura así como así es inútil que perdamos tiempo intentándolo ya no siento nada por ti mas que repulsión y la razón por la que estoy llorando es porque se me metió una basurita en el ojo así que por favor vete que no te quiero ver nunca más
a este es mejor tenerlo como amigo;no descansó hasta que vio a su enemigo muerto bien muerto usando su piel como tapete de entrada y limpiándose el barro de sus zapatos en su cara
el nosferatu;nadie nunca lo había visto ni había sido atacado por tal demoníaco ente pero todos sabían que había vuelto de la muerte y que usaba sus desmesurados colmillos para alimentarse de la sangre de la gente
tiro al blanco;al sentir que la flecha atravesaba su cuerpo la manzana deseó que la hubieran picado con cuchillo
delirios  41°;acostado en su cama con un pañito húmedo sobre su frente oía los rugidos que producía un terrible monstruo oía como ronroneaba y ladraba y hasta podía ver como la sombra de tal terrible monstruo alcanzaba su ventana
los lentes de sol;esconden tras de sí la miradas perversas de los acosadores sexuales las chispas de alegría en los ojos de las personas felices y las lagrimas de tristeza de los deprimidos sin remedio
poker face;no había forma de saber como se sentía a menos que te lo dijera porque su cara nunca mostraba expresión de sentimiento alguna nunca hablaba
el deseo de cumpleaños;antes de soplar las velas cerró los ojos y deseó estar muerto después de soplar las velas miró a su alrededor varias veces esperanzado esperando que pasara algo
la virola;estando muy consciente de su situación ella me seguía diciendo que la mirara a los ojos mientras le hablaba para confundirme y marearme al no saber a cual de los dos ojos mirar
el baño de burbujas;siempre que estaba sola tomaba baño de burbujas para relajarse y meditar sobre su vida pero toda la relajación y meditación hacían pop tan pronto llegaban sus hijos a casa
el conductor que hablaba solo;a ayer se me dañó el carro b umnn a creo que tengo que cambiarle los cauchos también b mmjmm a tengo como dos semanas que no lo lavo b umnn a no le hecho gasolina desde hace dos días y todavía tengo medio tanque b ya a
la meta;después de tanto esfuerzo y trabajo duro logró alcanzar la meta que se había propuesto y ahora miraba los resultados satisfecho mientras buscaba otra meta que plantearse antes de que el sentimiento de vacío le arruinará su breve felicidad
mentiroso mentiroso;había dicho tantas mentiras sobre sí mismo que ya no sabía quien era realmente
la película;en serio no la has visto noup cómo puede ser que no la hayas visto todo el mundo la ha visto en qué planeta vives
la bruja mala del este;era tan poderosa que la único forma de derrotarla era que ocurriera un milagro y que una casa le cayera encima cosa que era imposible de que pasara
grados;mi amor no te vayas a alarmar pero la casa está en llamas hice explotar el horno qué cómo que hiciste explotar el horno es que lo estaba precalentando para hacerte un pastel y lo puse en 600 como decían las instrucciones y explotó creo que nuestro horno no mide en f si no en c pero no sé
santa es real navidad;puso una cámara camuflada para grabar a santa cuando le trajera los regalos mientras dormía su padre quien lo había ayudado a instalar todo el equipo ya tenía el disfraz y su actuación preparada para que nunca lo descubriera
ecologistas navideños navidad;decidieron comprar un pino artificial que pudieran usar varios años seguidos para no tener que cortar uno cada año y así ayudar a preservar el planeta pero terminaron rociando ambientador con olor a pino cada 5 minutos porque les hacía falta el olor de la navidad
con paciencia y vaselina navidad;para entregar los regalos a los niños buenos en noche buena bajaba santa con su gigantesca barriga por las estrechas chimeneas
luces navideñas;antes de salir de casa pensó apagar las luces navideñas pero se veían tan lindas que cambió de parecer en el último momento y las dejó encendidas cuando regresó toda la casa estaba encendida
el esclavo navidad;cansado de trabajar día y noche se escondió en una caja y le dijo a su compañero que lo envolviera como si fuera un regalo y lo enviara bien lejos de ese lugar pero santa quien era más inteligente que ellos lo descubrió y como castigo lo sacó del área de envoltura de regalos y lo asigno al área de limpieza del establo de los renos
indigestión volcánica navideña;horas después de la gran cena navideña se le podía escuchar gritar desde el baño quema como lava quema como lava
las cartas para santa navidad;todos los años se reía de las estupideces y los deseos que le escribían los niños más ilusos a santa en las cartas que llegaban a la oficina postal donde él trabaja y a veces cuando se sentía muy malo les respondía diciéndoles que santa no existía y que todas las cartas le enviaban eran usadas por los trabajadores de la oficina postal limpiar popó de gato
cansancio;puedes ayudarme a no estoy muy cansado cansado cansado cansado de qué si llevas días echado en ese sofá sin hacer nada y se paró lenta y perezosamente del sofá para ayudar porque sabía que si respondía esa pregunta diciendo que estaba cansado de vivir iba a ser mucho peor que cargar un par de cajas
un día atrasado;entregaba los informes y sus trabajos un día después de la fecha pautada y cada vez que llegaba contando un chisme todo el mundo ya lo había oído el día anterior
en observación;quiere un poco más de té señor y usted milady jajaja qué velada tan encantadora y desde la circular ventana de la puerta por la que lo observaba supe de inmediato que ese paciente necesitaba una dosis más alta de su medicamento y por lo menos dos años más de encierro en en esta horrible casa de locos
narcisismo;despertó confundido y con un terrible dolor de cabeza la noche anterior se había embriagado tanto que lo único que recordaba era que había tenido sexo con el hombre más hermoso del universo y al mirar al otro lado de la cama se dio cuenta horrorizado de que aquel hombre era su hermano gemelo
insomnio ii;eran las 438 am y seguía despierto llevaba 36 horas sin poder dormir porque ni sus sedantes surtían efecto así que desesperado cansado y alterado por la falta de sueño decidió tomar una dosis más alta que la recomendada que finalmente lo hicieron dormir para siempre
el musical;su vida era como un musical y hastiada de cantar sobre cada aspecto de su vida decidió mantener su boca cerrada y dejar de hacerlo pero tan pronto la música empezó a sonar y ella al negarse a cantar se causó su propia muerte
compras navideñas;salió de su casa emocionado por todos los presentes que compraría y regreso decepcionado con las manos vacías y sorprendido por los precios inaccesibles que marcaban todas las etiquetas que revisó
comiéndose una chupeta sin morderla;lamía y lamía concentrado está vez si se contendría lamía y lamía emocionado creía que lo lograría lamía y lamía enfocado ya casi terminaría lamía lamía y mordió decepcionado volvió a perder a la tienda corrió y otra chupeta compró
vardogr;esperando que cambiará el semáforo para cruzar la calle creyó verse a si mismo del otro lado mirándose fijamente y saludándose a sí mismo entre la confusión que esta visión le causó dio un paso adelante para encontrarse consigo mismo sin percatarse de que la luz todavía no había cambiado ni del camión que iba a toda velocidad hasta el momento en el que ya no podía dar vuelta atrás
venganza;sentado desde las gradas veía como sus alumnos intentaban hacer las 50 lagartijas los 20 abdominales y los 30 minutos de trote ligero que les había asignado y recordó con nostalgia aquellos días cuando él estaba en el lugar de sus alumnos y se había prometido a sí mismo hacer sufrir a jóvenes perezosos tanto como lo estaban haciendo sufrir a él
el tesoro escondido;aterrado siguió las indicaciones que le dio el fantasma de su tatarabuelo y encontró emocionado un tesoro escondido pensando que sería rico abrió el cofre con mucho brío pero en vez de monedas y lingotes de oro encontró kilos y kilos de sal pura y cristalina
destino final;parado al borde de la tabla a un paso de caer al océano y convertirse en comida de tiburones le rogaba a los piratas para que le dieran una oportunidad de salvarse les decía que se convertiría en su esclavo si era necesario y cuando finalmente aceptaron sus plegarias y lo iban a dejar subir a bordo de nuevo al dar el primer paso hacía el barco la tabla se rompió
cerciorándose;lo mataste eeestá muerto no lo sé déjame ver cargó el rifle y bam sí si lo está
youve got mail;durante el par de segundos que soltó el volante y descuidó la mirada de la autopista para sacarse el celular del bolsillo baaaaaam nunca supo quien le escribió
encajando;y la vaca vomitó el pasto
época de invernación;comió comió y comió para guardar energía para el invierno pero fue tanto lo que jugó durante el verano que cuando llegó el invierno ya había gastado toda la energía que había guardado y estaba tan cansado que se quedó dormido por meses
en el nombre del padre del hijo y del espíritu santo;con un crucifijo colgado de su cuello y con sus 3 amigos que invocaba con la señal de la santa cruz antes de hacer cada uno de sus movimientos se sentía bendecido y a salvo antes de cometer sus fechorías
escándalo imperial;desde afuera del palacio los pueblerinos absortos de lo que pasaba podían escuchar el bullicio de lo que ocurría adentro porque desde los criados hasta la reina estaban inquietos murmurando unos con otros sin importar su jerarquía monárquica sobre la última que había hecho el príncipe pero esperaban que ahora con un hijo el príncipe madurara y corrigiera esa postura de joven rebelde
noche tormentosa;pasó la noche en vela escondido debajo de su cama abrazando su peluche favorito temeroso de que el cielo se fuera a caer pasó la noche en vela sentado al lado de la ventana observando la lluvia caer y deleitándose con el sonido de los truenos ni siquiera se percato de la tormenta hasta que se despertó el día siguiente
la gran venta de garaje de la sra humphrey;todos los años un par de semanas después de terminar las clases la sra humphrey siempre organiza una gran venta de garaje donde vende todas las cosas que confiscó durante el periodo escolar
los señaladores;pasaban todo el día sentados frente a su casa señalando y discutiendo entre ellos las direcciones que las personas que pasaban por allí les preguntaban y siempre terminaban señalando hacía dos lugares distintos para una sola dirección
problema de concientización  social;el pequeño que caminaba tomado de la mano de su padre al terminar de comer su caramelo tiró el envoltorio al suelo y su padre a pesar de haber visto lo que había hecho su pequeño no le dijo nada las personas que por allí caminaban tampoco le dijeron nada nadie le dijo y nada pero todos se quejaban de lo sucia que estaba la ciudad
el bastón;lo seguía usando a pesar de que ya se encontraba totalmente recuperado de su rodilla porque según él con esto me obedecen más los nietos
al el cielo van los justos y al infierno los pecadores;después de que la bala atravesó su cabeza su cuerpo sin vida cayó al suelo y un segundo después su alma se levantó y vio su propio cadáver mientras se elevaba a los cielos pero tan pronto sus pies se despegaron del suelo una gran grieta se abrió y de las profundidades de la tierra salió una mano cadavérica que lo agarró por su tobillo izquierdo y lo arrastró consigo de vuelta al infierno
pecados capitales avaricia;insatisfecho con las ganancias que producía la venta de pianos empezó a vender también sus propios órganos
pecados capitales ira;qué te pasa qué tienes es que la mardita vieja desgraciada esa me cortó la cola en el banco me trató mal y cuando la iba a poner en su lugar el guardia de seguridad me sacó del banco así que no pude hacer mis diligencias por culpa de la mardita vieja esa pero cálmate te va a dar algo aaaagghh es que si la hubieras visto con su cara tan fresca metiéndose en frente de mí y diciendo que yo estaba joven y que podía esperar desgraciada vieja como si yo no tuviera otras cosas que hacer y tú qué hiciste no pude hacer nada cuando la iba a abofetear ella llamó al guardia y me echaron del banco uy qué mal pero esto no se queda así no no no yo se quien es la vieja esa yo la he visto varias veces y ayayay la próxima vez que la vea no la va a salvar nadie
pecados capitales envidia;mientras ayudaba a vestir a su madrastra le pasaba los vestidos con amargura disimulada y con aquella mirada sombría deseando ser ella la que estuviera allí parada esperando que el arsénico hiciera pronto su trabajo para quedarse ella con todo y finalmente convertirse en la nueva matrona
pecados capitales gula;aprovechándose de su juventud y de su rápido metabolismo pidió una ración extra de pastel de chocolate para llevar fin
pecados capitales soberbia;y después que termine el informe me lo envía al correo okay nada más ahora que lo menciona sí sáquele copia a este memo y entrégueselo a todos los empleados disculpe que le saque copia a este no yo lo escuché bien pero yo no estudié cinco años en una universidad para estar sacando copias para eso usted tiene a la secretariucha esa que no sabe ni hablar
pecados capitales pereza;se quedó viendo un programa aburridísimo por horas porque el control remoto no estaba al alcance de sus manos
pecados capitales lujuria;ave maría purísima sin pecado original concebido el señor esté en tu corazón para que te puedas arrepentir y confesar humildemente de tus pecados bendigame padre porque he pecado he vuelto a engañar a mi esposa con otra mujer a ver cuéntame hijo como pasó estaba en el bar un poco tomado cuando de repente esta jovencita se me acerca vestía una minifalda muy corta que mostraba su firme trasero y una camisa amarrada a nivel de su ombligo que hacían ver sus redondos senos enormes sigue sigue y luego que hicieron bueno padre empezamos a besarnos y luego nos fuimos al motel y pasó qué pasó bueno usted sabe padre empezamos a besarnos más apasionadamente a tocarnos a quitarnos la ropa si sigue sigue le quité la camisa y sus senos quedaron al aire así que los tomé entre mis manos luego le alcé la minifalda oh si no pares no pares luego que pasó como le decía le alcé la minifalda y le quite la ropa interior con mis dientes mientras mis manos amasaban sus gluteos pero padre qué es ese sonido qué esta haciendo allí dentro
el perdido;salió dos horas antes de su casa para no llegar tarde a su cita pero por más que espero el bus que lo llevaría hacía su destino nunca pasó así que su cita perdió pobre si tan solo hubiera sabido que para tomar el bus correcto tenía que cruzar la calle
111111 a las 1111;estuvo atento todo el día para pedir sus deseos pero perdió las dos oportunidades que tuvo porque siempre a las 1110 pasaba algo que llamaba su atención y al volver a ver su reloj ya marcaba las 1112
el más fuerte;hace mucho tiempo el espacio exterior estaba plagado de cometas que estaban divididos en dos grandes grupos quienes eran liderados por los dos cometas más grandes y fuertes por lo cual todos los demás los adulaban un día para tratar de determinar cual de los dos cometas era el más fuerte sabiendo los riesgos que correrían decidieron hacer un ataque a la tierra donde el ganador sería determinado por aquel cometa que causara más daño al impactar contra ella y regresara al espacio así los dos cometas animados por todos los demás cometas se dirigieron a la tierra a toda velocidad y al pasar a través de las capas de la atmósfera terrestre empezaron a erosionarse de tal manera que dejaban un trazo de polvo tras de sí y al momento de impactar contra el suelo terrestre aquellos dos grandes cometas no eran más grandes que una nuez mientras tanto en el espacio el resto de los cometas al ver desanimados que habían perdido a sus dos grandes héroes siguieron con sus vidas normales como si nada hubiera pasado
suposiciones;hola cómo estás le pregunté no tan bien como tú me respondió jajajajajajajajajajajajaja y por mas que lo intenté la carcajada no pude contener
no me toques;mientras hablábamos no podía apartar mi mirada de sus manos sucias llenas de barro aceite de motor y sudor forradas de llagas con pústulas de pus ni de sus uñas largas sucias y negras debido a la sangre coagulada que yacía debajo ellas
escape;escribió su carta de despedida agarró sus maletas y tomó el primer tren que lo llevará lo más lejos posible para empezar una nueva vida dejando todos sus problemas y tristeza atrás
reality check;recuerdo como solía recostar mi cabeza contra tu pecho para escuchar los latidos de tu corazón y serciorarme de que eras real que lo que sentía era real pero estaba equivocado ya que ahora que no estás a mi lado me siento atrapado en un mundo crudo y real donde aquellos momentos de realidad y felicidad se volvieron irreales y distantes
un mal hábito;tenía la costumbre de comerse las uñas en momentos de stress un día la vi en cuclillas en la calle balanceándose hacía delante y hacía atrás mordisqueándose los huesos ensangrentados ya sin carne de lo que alguna vez fueron sus dedos qué le habrá pasado me pregunté pero no me detuve a preguntar porque tenía cosas más importantes que hacer
dislexia;había una vez hechizó el principe muy muy lejano amor la bruja en labios un congelandola amor una en un lugar de los princesa a verdadero que beso hasta y la salvó
estereotipos;sentado en la parte trasera del autobús observaba a las personas que quizás al igual que yo volvían a casa preguntándome qué estarían pensando empecé a crear hipótesis de sus pensamientos en mi mente según sus características físicas esa gordita sonriente debe de estar pensando en hamburguesas y pastelillos ese negro que se ve tan serio debe estar esperando el momento exacto para atracarnos y así hice con todos y cada uno de los pasajeros y si me hubiera visto a mi mismo en aquel momento me hubiera catalogado como y ese chico que parece tan callado solitario y del que todos se burlan un día de estos sacará una pistola de su bolsillo nos matará a todos y luego a si mismo
uno terrorífico;buhhhhhhhhhhh… dijo el fantasma de canterville…
jackolantern;una vez al año aquellas cabezas decapitadas con velas en su interior iluminaban su camino que siempre estaba atestado de horribles monstruos cargando con bolsas llenas de dulces y caramelos ese era el único día que sentía alivio a pesar del miedo que le provocaban aquellos monstruos porque se sentía guiado y no tenía que vagar perdido y sin rumbo fijo por los mundos
domingo;entre visitar a sus padres ir a la iglesia hacer las compras y tanto lavar planchar limpiar y acomodar se le va el día sin poder descansar ni detenerse a pensar que mañana todo volverá a empezar
sábado;empieza a lo que el reloj marca las 1200 am con trago en mano disfrutando la velada y despierta a las 1200 pm con jaqueca y dolor de espalda tantas cosas por hacer pero la resaca las retrasa
viernes;a pesar de estar levantado desde antes de que saliera el sol y de pasar un largo día en su trabajo su cansancio desapareció al ver a sus amigos caminar hacia tu puerta con botellas en sus manos la diversión estaba a punto de llegar como lo hacía puntualmente todos los viernes al anochecer
jueves;emociones encontradas faltaba tan poco para el fin de semana y a la vez faltaba tanto para que el día se acabara
miercoles;nunca conseguía estacionamiento y dejaba su carro atravesado en alguna esquina interfería en conversaciones que no le competían y siempre le decían que se quitara del medio a veces se preguntaba si tenía algo que ver con el día sí eran meras casualidades o sí solo era alguna broma del destino
martes;alegre por haber sobrevivido al primer día de la semana pasaba su día mirando el reloj esperando salir pronto de su trabajo apenas dos días habían pasado y la semana se le había hecho eterna pero ya faltaba menos para poder descansar un par de días
lunes;el sonido de la alarma le taladraba los oidos indicando que había llegado la hora de empezar la semana y con todo el cansancio que había dejado el domingo se levantó y volvió a su deprimente y aburrida rutina
primer amor;disculpa helena si nos conocemos no creo que lo recuerdes pero fuimos a la misma escuela juntos yo soy zacharías zack el niño que siempre usaba la gorra roja hacía atrás claro zacharias cómo olvidarte sí tú eras el chico que me pegaba me mordía me acusaba con la maestra me rompías los libros me enviabas dibujos feos me llamabas nerd me insultabas y hasta recuerdo que una vez metiste una de mis trenzas en tempera e intentaste cortarla jeje dijo zacharias sonrojándose sí ese mismo so yo bueno en ese caso no me alegra verte adiós espera todavía me gustas
el cojo;después de un largo día de montarse y bajarse de cuán bus se cruzara en su camino regresaba a casa contando las monedas con que los pasajeros le habían colaborado con una botella de ron debajo del brazo y con un terrible dolor de piernas de tanto fingir su cojera
el espantapájaros;pasaba todo el día clavado en el sembradío de maíz temeroso de que algún día los cuervos descubrieran su secreto y decidieran dejar su lugar de vigilancia en las copas de los arboles para atacar sus dominios porque sabía que no dejarían nada y que él no podría hacer nada
la bomba;5 el sudor corría por mi frente 4 el tiempo se acababa 3 espera un poco más 2 prepárate y 1 listo ahora 1 y salvé al mundo de la gran contaminación sónica que provocaría el microondas al anunciar que mi comida estaba lista
el corazón salvaje;había una vez una princesa que para protegerse del sufrimiento del amor escondió su corazón en el más recóndito rincón de la selva donde éste creció como un salvaje que asesinaba y devoraba a cualquier caballero que intentara por las buenas o por las malas domarlo hasta que un día una damisela descuidada que se había perdido en el bosque de regreso a casa se encontró con el corazón salvaje de la princesa y con todo el cariño amor y delicadeza que solo una mujer le podría brindar logró domarlo y al regresar al pueblo con el corazón bajo su dominio la princesa se enamoró perdidamente de ella y pronto el pueblo fue dirigido por dos bellas e inteligentes reinas sin embargo cuando los pueblerinos escucharon la noticia tomaron el castillo y quemaron en la hoguera a sus soberanas por razones que ellos no podían entender ni aceptar
un muerto en la ciudad;tirado en medio de la calle veía como la gente se reunía a mi alrededor llamen una ambulancia pensaba yo sin poder pronunciar una palabra debido al dolor debe ser un drogadicto logré escuchar a la gente murmurar sin parar en vez de ponerse a ayudar y a una ambulancia llamar antes de que mi infarto me termine de matar
en el salón de clases;hora 1 05 pm la segunda guerra mundial 1939 europa los nazi estados unidos hiroshima 1945 hora 110 pm los alumnos piensan está clase si es aburrida y se ha hecho larguísima siento que fue como hace media hora que vi el reloj y apenas han pasado cinco minutos la profesora piensa dios mio he hablado y hablado como una loca y apenas han pasado cinco minutos será qué no voy a acabar de dictar esta clase nunca
mientras el pasado se suicidaba;corría el futuro incansable e imparable para que el presente no lo alcanzará
la raza civilizada;se jactan de ser una raza civilizada pero no dan agua al sediento si no obtienen algo a cambio venden su dignidad por drogas sexo y alcohol se desprecian se engañan se degradan y se matan unos a otros vaya eso si es civilizado
gelatina;mientras comía gelatina se daba ligeros golpes en su gran barrigota haciendo una competencia para ver cual de las dos dejaba de tambalearse más rápidamente
el crimen del padre avaro;al contar las pocas monedas con las que sus feligreses colaboraban en las colecta el padre se ingenió una manera un poco pecaminosa de solucionar aquel grave problema el domingo siguiente mientras el padre profesaba la palabra del señor un joven encapuchado y armado entró en el templo gritando esto es un atraco y el padre sin sorprenderse ni alarmarse por la situación dijo muy calmadamente hermanos míos por favor no entren en pánico y colaboren con este joven que se ha desviado del camino del señor y recuerden que nuestras vidas son más importantes que cualquier bien material que dios siempre sabe por qué hace las cosas y que quizás en el futuro repondrá y multiplicará todo lo que hayan perdido hoy
la llegada del otoño;no fue hasta el final del verano que el último capullo retoñó en una hermosa flor así que todo el árbol lo celebró con una gran fiesta que duró toda la noche y a la mañana siguiente las flores y las hojas cansadas resacadas y casí marchitas por tanto celebrar empezaron a caerse una a una
el juguete de baterías;el niño jugó y jugó con él hasta que sus luces se apagaron y sus baterías se agotaron ahora lleva meses quizás años reposando en el rincón de la habitación cubierto de polvo y telarañas
el conductor designado;solo se tomó un par de cervezas y disfrutó de la fiesta más que los demás porque a la mañana siguiente se burlaba de sus amigos contándoles las payasadas que habían dicho hecho y de las que ahora no se acordaban
salvación;al escuchar que el fin del mundo estaba cerca las filas de espera de en los confesionarios de las iglesias se hicieron infinitas las buenas acciones llenaron las primeras páginas de los diarios todos hacían el bien todos querían salvarse pero cuando el día llegó ni sus oraciones ni sus acciones los salvaron de la terrible catástrofe
sacrificio;la gotas de sangre empezaron a caer desde la mesa donde reposaba el cuerpo muerto de una chica virgen de 16 años llenando el canal que la conduciría hasta la piedra que mantenía sellado a su dios cumpliendo con el tributo que necesitaba para volver a este mundo la piedra al tener contacto con la sangre se rompió en dos y una sombra alta de ojos rojos y zarpas en vez de manos salió de ella pero estaba débil el sacrificio que había recibido no fue suficiente y así que para recuperar todas sus fuerzas de un zarpazo mató a las 6 personas que se habían reunido para traerlo nuevamente a la vida y con su todo su poder restablecido se acercó a la mesa y retiro la daga que atravesaba el pecho de la sacrificada y con un beso profundo la devolvió la vida quien tan pronto al abrir los ojos se lanzó a los brazos de la sombra y dijo querido por un momento me asusté pensé que estos seis idiotas lo arruinarían todo
el padrino;después de cenar en una servilleta corrió la cifra que acabaría con la vida de mi enemigo
el último humano;el día que todo llegue a su fin y solo quede un humano sobre la faz de la tierra espero que sea una persona misántropa que disfrute de la soledad para que más tarde que temprano se de cuenta de que la filantropía es algo innato del ser humano jeje ya lo puedo escuchar llorando
el patito feo ii;miraba su reflejo en el lago esperando que al crecer se convertiría en una precioso cisne pero el tiempo pasó y pasó y nada cambió y por más que esperó para convertirse en un cisne su fealdad nunca se marchó y como un pato feo murió
el patito feo;se burlaba de sus hermanos porque ellos eran bonitos y a diferencia de él cuando crecieran serían patos comunes y corrientes
desde el cascarón;mientras su mamá lo empollaba escuchó todos los problemas que asediaban al mundo miseria hambre corrupción calentamiento global etc así que decidió nunca salir del cascarón y vivir dentro de su pequeño mundo libre de complicaciones y enredos bajo la protección de su madre
la historia de daniel;daniel era un joven muy inusual con tan solo 13 años daniel siempre marcaba la diferencia porque era un joven gentil agradable y muy amable tan amable que hacía que todo el mundo dudará de sus intenciones así que pronto empezaron a correr rumores negativos sobre daniel y sobre sus dobles intenciones así que todos le dieron la espalda y empezaron a despreciar a daniel por sus buenas acciones daniel notó lo que sucedía a su alrededor y decepcionado se convirtió en una persona vil e hipócrita dejando toda su gentileza y buenas acciones a un lado para convertirse en la persona que todos esperaban que fuera pero tan pronto cambió todos los rumores se dispersaron y todo el mundo volví a tratar a daniel como una persona normal
el doctor;le recomendaba a todos sus pacientes que dejaran los malos hábitos pero tan pronto se quitaba la bata y salía de su consultorio se metía en la primera taberna que encontraba para alimentar lo suyos
el pescador y el pez;había una vez un pescador que todos los días se iba a la orilla del río a pescar pero cada vez que un pez mordía el anzuelo este lo pesaba lo medía y lo devolvía al agua hasta que un día de verano en menos de una hora el pescador había conseguido atrapar seis peces que curiosamente tenían el mismo peso y medida y la séptima vez que un pez mordió el anzuelo este salió del agua gritando no me devuelvas al río por favor no me metas nuevamente al agua el pescador asombrado por ver a un pez que hablaba se quedó sin palabras sosteniendo al pez en el aire que se agitaba sin parar mientras seguía gritando por favor no me devuelvas al agua pero si no lo hago morirás es que quiero morir el invierno se está acercando y las aguas se congelarán así que de todas maneras ese será mi final pero yo no soy un asesino yo no te quiero matar pero yo quiero morir por qué crees que he mordido siete veces tu anzuelo aja con razón ahora todo tiene sentido si me parecía muy extraño que un día normal como el de hoy tantos peces hubieran mordido mi anzuelo porque al final solamente eras tú usando mi anzuelo como un escape a tu futuro sufrimiento suicidándote como un humano lo haría al ahorcarse del techo de su casa aprovechándote de la oportunidad que yo te presentaba pero lo siento búscate a otra persona que usar porque yo no te dejaré morir te devolveré al agua pero para cuando el pescador terminó de hablar y de descubrir el plan siniestro del pez esté ya había logrado su cometido
lo que hiciste el verano pasado;mientras escuchaba la primera clase del nuevo periodo escolar pensamientos preocupantes invadieron su cabeza no había borrado el historial de navegación de su computadora
la carrera de las llamas;por la pradera venían corriendo las llamas a toda velocidad donde la primera que llegara al bosque sería la ganadora y se convertiría en la llama mayor pero afortunadamente ninguna ganó porque los bomberos llegaron justo a tiempo para evitar lo que hubiera sido el incendio forestal más grande de todos los tiempos
cirugía reconstructiva;doctor yo quiero ser bella por eso he venido para que me haga la lipo me opere la nariz me quite las arrugas me implante 800cc en los senos y me moldee la cintura yo podría hacerle todo eso señora pero lamento decirle que después de todas esas operaciones usted seguiría siendo fea pero qué dice si tendría el cuerpo perfecto sería la mujer más bella del mundo lo siento señora pero para que usted pueda ser una mujer bella la única operación que necesita es una lobotomía
segunda generación de humanos;sarah una niña del futuro veía con desprecio a los humanos que la habían creado eran tan incapaces de hacer las cosas o de entender las nuevas tecnologías que simplemente le fastidiaban y los odiaba a sarah le gustaba estar con otros sus amigos otros niños cyborg como ella con los cuales podía transferirse música fotos conocimientos y pensamientos con tan solo conectarse con ellos a través de los dispositivos de bluetooth que tenían adaptados en sus cuerpos
the kraken;sacaba sus largos tentáculos a la superficie para defender su territorio de los humanos que intentaban invadir sus dominios destruyendo todo lo que encontraba en su camino no había botes ni submarinos que sobrevivieran al ataque y hacía tan bien su trabajo que el único rastro que dejaba era el océano manchado de sangre
la historia del gallo de juancito;cuando era pequeño juancito tenía una mascota muy peculiar un gallo razón por la cual juancito siempre llegaba temprano al colegio y nunca se perdía ni un solo episodio de sus caricaturas favoritas los sábados en la mañana pero ahora que juancito creció y sus viernes los ahoga en alcohol juancito del gallo se desasió
